image,image_score,n_gt_boxes,n_pred_boxes,TP,FP,FN
0348109_jpg.rf.85c7d63e9ae6c5777bb51e334587d460.jpg,0.28618,1,1,0,1,1
0357225_jpg.rf.b609885146820606157e23631c74386b.jpg,0.30486,2,1,0,1,2
0359727_jpg.rf.3c178de7935c2adcf34ce0af4db139ec.jpg,0.26212,1,1,1,0,0
0365739_jpg.rf.0dab09b60aa6c94075e0dbd5009aff07.jpg,0.34539,1,1,1,0,0
0370585_jpg.rf.ce1014b6f5e03faf4426149bdee84040.jpg,0.32668,1,1,0,1,1
0370597_jpg.rf.b1a06bb69753b7ce16de906015397b05.jpg,0.28857,1,1,0,1,1
0370604_jpg.rf.07d87228f051b25f95f8dfb1843617a9.jpg,0.44443,1,1,1,0,0
0371339_jpg.rf.f575729758f4bab59e4cb00135651e5c.jpg,0.33237,2,1,0,1,2
0373479_jpg.rf.d1318c3aea056ad8a03cc236053133f7.jpg,0.29248,1,1,0,1,1
0373538_jpg.rf.68568c987abb1026987dc415dbae77df.jpg,0.35905,1,1,1,0,0
0373552_jpg.rf.f49239a46c856e8dece7b0289539fe6b.jpg,0.292,1,1,0,1,1
0373935_jpg.rf.8b57431a447935f3448e32d356d849d3.jpg,0.30232,3,1,0,1,3
0373951_jpg.rf.3a5eb82043b579c89a3929b8c0a10814.jpg,0.33668,1,1,0,1,1
0373954_jpg.rf.75a818322bfa8ac84f451fae7a51d152.jpg,0.26814,1,1,0,1,1
0374153_jpg.rf.133fb5aafa57def45792482cd111726d.jpg,0.3616,1,1,0,1,1
0374307_jpg.rf.414de29a2b6f23fa39f1ea32d00bedad.jpg,0.37626,2,1,1,0,1
0374854_jpg.rf.567a03447d678ddead7f6cd6e98b8c0f.jpg,0.24618,1,1,0,1,1
0375289_jpg.rf.2babe16f05710938d4b578d1bc5fdd05.jpg,0.26081,3,1,0,1,3
0375795_jpg.rf.62ff87d10002e227eb83b60a8ceed89d.jpg,0.20731,1,1,0,1,1
0376356_jpg.rf.d07a1611783d2c930c7dfdfbbc1f8128.jpg,0.32159,1,2,0,2,1
0376447_jpg.rf.4bb83a47d3d8cc4b94ca266605d650cd.jpg,0.24235,2,1,0,1,2
0377446_jpg.rf.402f23def0f5db81517212404a3f73a3.jpg,0.29581,1,1,0,1,1
0377507_jpg.rf.45d09479979e5c49f53d73ac9bc655a2.jpg,0.28257,1,1,0,1,1
0377611_jpg.rf.8b3cd6ff10936e8fb5931cda3d08466c.jpg,0.35661,14,2,0,2,14
0378607_jpg.rf.0300eeb18d8cb2441f2d76379b9e8afd.jpg,0.35373,1,1,0,1,1
0378641_jpg.rf.566314548355a6b78999eb6cd1d707e5.jpg,0.30484,1,1,0,1,1
0386036_jpg.rf.c0ab8dbf955dfc8876e5e737856b364e.jpg,0.31278,1,1,1,0,0
0390881_jpg.rf.d7553b4eaa48f78812cdecac01903c68.jpg,0.26574,1,1,0,1,1
0390915_jpg.rf.f1d0c7d17a264bde8e983a6414df2b2b.jpg,0.38052,1,1,1,0,0
0391747_jpg.rf.7932557613e1049cbff6870f9115ceb4.jpg,0.29339,4,1,0,1,4
0391855_jpg.rf.539fed54a1297ab0e3861ee5abf29392.jpg,0.33389,5,1,0,1,5
0392014_jpg.rf.4f3b8e3d3504dbb202ddbf547b2a808e.jpg,0.31882,2,2,0,2,2
0392568_jpg.rf.089cc598b1cc72e5b5de4c306a413680.jpg,0.25454,1,2,0,2,1
0394900_jpg.rf.bee179638f773003edcafee4a95fd741.jpg,0.30451,1,1,1,0,0
0395354_jpg.rf.5ac1ea77fd5c2f5bd406470d320f9831.jpg,0.31217,1,1,1,0,0
0397796_jpg.rf.304db03d8ee932d1e06c659dcb7ce4e2.jpg,0.32437,1,1,0,1,1
0399260_jpg.rf.a7a924e3a45b0adc37beeb76f4183c80.jpg,0.22727,1,1,0,1,1
0399701_jpg.rf.3c8f58b98b776d0e940381be7d62a891.jpg,0.24265,1,1,1,0,0
0401855_jpg.rf.25692c64ddfae7c8eaa8a17d84b2d242.jpg,0.31042,1,1,0,1,1
0401960_jpg.rf.27825a15cd7a129b1d83ad898596c617.jpg,0.32229,1,1,0,1,1
0404679_jpg.rf.c30469eb9e845e3a83e79d0200b85e8d.jpg,0.32521,1,1,1,0,0
0407603_jpg.rf.d5dbc6ee7817fc7bd5df6155d42e9b33.jpg,0.40215,1,1,1,0,0
0415287_jpg.rf.0dc7a6bb056bcd0e5ee8a4c3613069d9.jpg,0.36179,1,1,0,1,1
0417761_jpg.rf.43327af6f98a72b6ffe1503324e38af2.jpg,0.31425,1,1,0,1,1
0418980_jpg.rf.9e39c9f6a35be135e44ebc8970e397a1.jpg,0.32944,2,1,0,1,2
0419146_jpg.rf.a90f7fb7f44a3d881d290d908da7da0c.jpg,0.32598,1,1,0,1,1
0422851_jpg.rf.0f35702f80bccc3d7a4ebd51251732a1.jpg,0.27056,1,1,0,1,1
0422882_jpg.rf.650cf75815989fc0fc30b2b57387db1b.jpg,0.33105,1,1,0,1,1
0432291_jpg.rf.34d327164af989dd94f0b04f5612107f.jpg,0.27527,2,1,0,1,2
04969_jpg.rf.ae20273bb5df9789d1a4a34157020892.jpg,0.34011,2,1,0,1,2
1083_data_jpg.rf.bca63b1de289f53296974059edc3e4b5.jpg,0.3783,3,1,1,0,2
1162_data_jpg.rf.6864ac39a7053d4f92ab58d0d2c3814c.jpg,0.35124,3,1,1,0,2
1211_data_jpg.rf.c0cb119de4793f316e9995ef5d59b9c1.jpg,0.34203,1,1,0,1,1
1411_data_jpg.rf.ffcbd27f80362546bc559a7f89c8a896.jpg,0.38281,1,1,0,1,1
1458_data_jpg.rf.6146cb94bd8ff545fef0998b393c7a3a.jpg,0.39311,2,1,1,0,1
14609_jpg.rf.983cf6beea6ec85a5cb2a8736fd70811.jpg,0.30104,1,1,0,1,1
30064_jpg.rf.243f7eae553f339442e0b78c57150cf5.jpg,0.28308,1,1,0,1,1
546_data_jpg.rf.c34f22ae3e5be18e2e5ed5346108e678.jpg,0.33213,1,1,0,1,1
913_data_jpg.rf.342e648b5e4d1136238b37ebfd4468af.jpg,0.33332,1,1,0,1,1
988_data_jpg.rf.f920d49a959dd8075a4fd7abb012addd.jpg,0.39165,2,1,0,1,2
E_001043_jpg.rf.34aa55850801e3d405357382b3da7805.jpg,0.38616,5,1,0,1,5
E_001513_jpg.rf.232ce596a9fbb7499b11d0404c80a983.jpg,0.28275,1,2,0,2,1
E_001825_jpg.rf.cd3ae5bb24009b3fede3bd93a1e6b6d5.jpg,0.2876,3,1,0,1,3
E_003349_jpg.rf.5a56baa3f53e88ba7108ea650da530dd.jpg,0.30939,2,1,0,1,2
E_003352_jpg.rf.a00a28a0b1466102240de7df7fc0a688.jpg,0.27087,1,1,0,1,1
E_003367_jpg.rf.f488b1dea02b80445274711099ed0463.jpg,0.2983,2,1,0,1,2
E_003369_jpg.rf.ff7ab884f50ead521026dc0f6dc48410.jpg,0.33555,1,1,0,1,1
E_003371_jpg.rf.2cb1006905338be9663b5c79a690cfff.jpg,0.3018,2,1,0,1,2
E_003378_jpg.rf.fbcaca01451f61e7123d47830e5a1199.jpg,0.28889,1,1,0,1,1
E_003445_jpg.rf.4dec0c09b4494f9ddb0f27682246f622.jpg,0.31575,1,1,0,1,1
E_003460_jpg.rf.67d826dbc1e94302f8f37fbf4a8beffd.jpg,0.30689,7,2,2,0,5
E_003463_jpg.rf.f57a46596ba7c7a931ebf88c854297f0.jpg,0.24729,1,1,0,1,1
E_003476_jpg.rf.def7b912aa47d8c80f5e7b4368829a2b.jpg,0.22395,1,3,0,3,1
E_003481_jpg.rf.d2dba7706ec827842189b033d6a6cf3d.jpg,0.26428,1,1,0,1,1
E_003484_jpg.rf.ddc4d037cd6db4bf8a6b5bf373527631.jpg,0.24705,1,2,0,2,1
E_003496_jpg.rf.04ec14337e6e1d829edc406716823b4e.jpg,0.25938,2,1,0,1,2
E_003501_jpg.rf.fb4d797b3cf1e59a0b1f316244666aea.jpg,0.18186,1,1,0,1,1
E_003506_jpg.rf.7d2d290e8d5af6db46d1d429692568ab.jpg,0.24225,2,2,0,2,2
E_003514_jpg.rf.b9b2cd254e35b6016c7fae7961099ce1.jpg,0.27553,1,1,0,1,1
E_003547_jpg.rf.d588b29754326743fa0c66829e364b19.jpg,0.34275,7,1,0,1,7
E_003562_jpg.rf.746a8dcd089619cde0cbdabe5a1df3df.jpg,0.15932,1,1,0,1,1
E_003571_jpg.rf.34b40a71683add8153a4497998868ad8.jpg,0.21381,1,2,0,2,1
E_003601_jpg.rf.80f9d4812f2cfd9c1097fe6393db96d2.jpg,0.26703,1,1,0,1,1
E_003637_jpg.rf.deb1f0cc8ebca6767ea1c265231ff5f5.jpg,0.29657,2,1,0,1,2
E_008742_jpg.rf.b7a47114fd80339b158d413423757427.jpg,0.30715,3,1,0,1,3
E_009752_jpg.rf.4aa45eb68b970e0ae5a0894929a3a526.jpg,0.37877,5,1,0,1,5
E_010234_jpg.rf.beb1b102a45b28cd22df66ad4ed9fd28.jpg,0.28457,2,1,0,1,2
E_010981_jpg.rf.d37b3a5289bae92dcd828ff46bd50c06.jpg,0.3715,1,1,0,1,1
S_10000624_jpg.rf.083665b4c800aaeb680c29d0bfb66175.jpg,0.26059,1,1,0,1,1
S_10000780_jpg.rf.cdb221d06365a6df69880c84b80ee22b.jpg,0.31944,1,1,0,1,1
S_10003027_jpg.rf.6ee1f83acdfe418b89c4c3828f50585c.jpg,0.26493,1,1,0,1,1
S_10003343_jpg.rf.2f4e579341ec9517c38551fcc0e79504.jpg,0.33577,1,1,0,1,1
S_10003944_jpg.rf.30c965ebebb7990cc5de79f559bc4d80.jpg,0.28955,2,1,0,1,2
S_10003984_jpg.rf.a4bccc3cbb9a54357c83377867eeb8db.jpg,0.35002,2,1,0,1,2
S_10004193_jpg.rf.34b8631791212dd44802ba9ae0daeab9.jpg,0.328,2,1,0,1,2
S_10009626_jpg.rf.4147eada2b95fe6983e176aa9b06ace6.jpg,0.26608,1,1,0,1,1
S_10012851_jpg.rf.5410bf42fd80297aa5cdf694123dccb7.jpg,0.31568,1,2,0,2,1
S_10013802_jpg.rf.4487734a5384bc5d2acd08ae02a67f03.jpg,0.26684,1,1,0,1,1
S_10014415_jpg.rf.7d997c2bc1c72c1caabebc0f11f7921b.jpg,0.29335,2,1,0,1,2
S_10014595_jpg.rf.104058c559eac80eec3bce6429f3ceb4.jpg,0.29243,1,1,0,1,1
S_10015339_jpg.rf.760c8b307b1a3b625391e6d6b087f202.jpg,0.33977,1,1,1,0,0
S_10028829_jpg.rf.88a395eb20dabb717b480e358dd256cb.jpg,0.29251,1,1,0,1,1
S_10030524_jpg.rf.36b6af79c9e1a903e889f71c3ccf377c.jpg,0.26974,1,1,0,1,1
S_10030801_jpg.rf.7674ee1f653729867b8dd2a7b0294603.jpg,0.32303,1,1,0,1,1
S_10030960_jpg.rf.d5ff8b172c76a5f82a7d4d0caf53cf76.jpg,0.21615,1,1,0,1,1
S_10036003_jpg.rf.8517cd82f23faabe4f9c91c26b14388b.jpg,0.37056,1,1,0,1,1
S_10036525_jpg.rf.6c377bb26086aaa1384f5c875a18c16e.jpg,0.36337,2,3,0,3,2
S_10037095_jpg.rf.d14a0fa3fc02f089aa03193b18d94441.jpg,0.30045,1,2,0,2,1
S_10041652_jpg.rf.b6ee3328743b3d26d1fdfe87b9c07fa0.jpg,0.30923,2,1,0,1,2
S_10041707_jpg.rf.7a426e3612431b896493a92b9adf47b5.jpg,0.31994,1,1,0,1,1
S_10042686_jpg.rf.b841d9ffbc4fb2436382f541a64e4aa7.jpg,0.27415,2,1,1,0,1
S_10044504_jpg.rf.88a685c720a8508658025253e93402db.jpg,0.33636,2,2,0,2,2
S_10048124_jpg.rf.fa6ecc5e24fc50d5fff8c31d7043f185.jpg,0.28461,1,1,1,0,0
S_10058455_jpg.rf.72676875ad6adcd8d878535979f87735.jpg,0.2811,1,1,0,1,1
S_10059365_jpg.rf.ccf6ece051c30cdb6dd58fc69b54a429.jpg,0.29121,2,1,0,1,2
S_10059414_jpg.rf.d3485b2e4f83843a936a94e2e08dbec4.jpg,0.29497,1,1,0,1,1
S_10060033_jpg.rf.0471e4ff249040992cbb3939b75b917a.jpg,0.33591,1,1,0,1,1
S_10060761_jpg.rf.7b87b6a3dc229bf2ef9c07c20077b6c8.jpg,0.33323,1,1,0,1,1
S_10060905_jpg.rf.408fb431df5cf1ff4c12b4e52f5bd318.jpg,0.28596,1,1,0,1,1
S_10061806_jpg.rf.d4fe5cd875927306a12550e0fd32025f.jpg,0.32747,1,1,0,1,1
S_10062239_jpg.rf.7fbc8cd4eaf8f919a66f898ed5cb7b03.jpg,0.30265,1,1,0,1,1
S_10062254_jpg.rf.e62d121086c5a3ddec927027297765a2.jpg,0.24343,1,1,0,1,1
S_10067452_jpg.rf.fa47c53e89c549f23a8c5860fa5fb28f.jpg,0.37747,2,1,1,0,1
S_10097010_jpg.rf.929b4ee957854c97b71d2b68cdf1b562.jpg,0.40905,2,1,1,0,1
S_10097080_jpg.rf.a895573efca6dacd927bd0fd968ff349.jpg,0.26861,1,1,0,1,1
S_10097173_jpg.rf.809b753016212b91687111437c2f8c45.jpg,0.37574,1,1,1,0,0
S_10097217_jpg.rf.4b4ae8b5dc79cb49aee0a65618f4a028.jpg,0.28097,1,1,0,1,1
S_10097263_jpg.rf.3a55e29a34b3245c3701f73c531c147b.jpg,0.23212,1,1,0,1,1
S_10098442_jpg.rf.b1d988a8f778abc8ff42f23a7b9f92bc.jpg,0.38331,2,1,0,1,2
S_10100613_jpg.rf.f3d57c11b13ef474b05f8010d4cca3aa.jpg,0.32556,3,1,0,1,3
S_10100831_jpg.rf.bd6dcadb6b2af2ae9e87ee1b865761ad.jpg,0.38766,1,1,0,1,1
S_10100866_jpg.rf.22d77df833dc265fc9e23d5406d0a266.jpg,0.35097,1,1,0,1,1
S_10101020_jpg.rf.80bdaab6593c21e263c45ce1f5e8fd43.jpg,0.32113,1,1,0,1,1
S_10102041_jpg.rf.0243ff2de9cef3650e678104b9e0713d.jpg,0.28194,1,1,0,1,1
S_10102049_jpg.rf.566acf48d14cbe2a7f064377215b721c.jpg,0.25176,1,3,0,3,1
S_10103268_jpg.rf.29283831750239e87096db9c1113db34.jpg,0.2894,1,1,0,1,1
S_10105773_jpg.rf.e0d0284c728dc1fe2b6cc6cf1f65dc23.jpg,0.3357,1,1,0,1,1
S_10106838_jpg.rf.21e389e92b6b37c43ed499dfbe4c1bbf.jpg,0.26664,3,1,0,1,3
S_10107271_jpg.rf.0bec44c49e5000390d7efedc7281d1f9.jpg,0.39133,1,1,1,0,0
S_10107297_jpg.rf.85e0c83cc0ccfae72c0f73efee5d27a6.jpg,0.30758,1,1,0,1,1
S_10108142_jpg.rf.3e629c2a7b788ae91a6f232c3b40a5c0.jpg,0.25216,2,1,1,0,1
S_10138157_jpg.rf.eed7b099ee7edac7e148afe97a764bf3.jpg,0.42507,1,1,1,0,0
S_10149412_jpg.rf.7572b8cd3b3ef17d2f74528d8e789477.jpg,0.31418,3,3,0,3,3
S_10149722_jpg.rf.2820a198ab55fc87ebf0e1aece46a2e6.jpg,0.32291,3,2,0,2,3
S_10157087_jpg.rf.c6e8bac6055b9c3ab3c3ab0dda400721.jpg,0.30295,3,1,0,1,3
S_10193060_jpg.rf.a76c0475929fda56d7629fb51b1458fb.jpg,0.22205,1,1,0,1,1
S_10194627_jpg.rf.00b59fb2a68aac4095f8032677716a18.jpg,0.23016,1,1,0,1,1
S_10214153_jpg.rf.c303bb0cd6606a164ad38f83f51d4664.jpg,0.28918,2,1,0,1,2
S_10215884_jpg.rf.108927e11c2db579bf7a5a7a098ea1b7.jpg,0.2888,2,1,0,1,2
S_10216431_jpg.rf.df5fa3993e522e89c099138ebff11977.jpg,0.2488,1,1,0,1,1
S_10275137_jpg.rf.f23ccbf7cb099b8c31c9d50d00765073.jpg,0.31102,1,1,0,1,1
S_10277765_jpg.rf.0db6beb8abc73eb3cd661a8e3b864b13.jpg,0.26345,1,1,0,1,1
S_10278285_jpg.rf.70eadade577912531db0b6ec397d46d1.jpg,0.34326,3,1,0,1,3
S_10279440_jpg.rf.61b3927b5ab1fbee019474813bd978bf.jpg,0.27263,3,2,0,2,3
S_10279448_jpg.rf.12e1315a51f47fe43e7047c0c7d6b80b.jpg,0.39671,1,1,1,0,0
S_10285154_jpg.rf.8ad637da04d53f0bab0c70522292f73d.jpg,0.37482,1,1,0,1,1
S_10289532_jpg.rf.542add1fcc7d49a86dd228c42c5fb5ca.jpg,0.28082,1,1,0,1,1
S_10292398_jpg.rf.ebd69683566a2d8330818820544303e3.jpg,0.30206,1,1,0,1,1
S_10293255_jpg.rf.60cecd83450946cae5b43e743ef48cf6.jpg,0.28565,1,1,0,1,1
S_10296553_jpg.rf.8d7d9ec999ca411428feb103f576929d.jpg,0.30671,1,1,0,1,1
S_10297398_jpg.rf.d4f835db2ecb8b99ee27dff5f6372a62.jpg,0.34677,3,1,0,1,3
S_10297399_jpg.rf.8fe4dcafc1df7dc02555dfb2bd887b65.jpg,0.36228,3,1,0,1,3
S_10301595_jpg.rf.64afffe4a605da6493e3ed253313d337.jpg,0.36294,2,1,0,1,2
S_10302290_jpg.rf.dca8481b4fd90348d95b3b7ac38a6776.jpg,0.43337,1,1,1,0,0
S_10307960_jpg.rf.72a0acb2a71441fa2854bb8aae19ebef.jpg,0.36316,2,1,1,0,1
S_10308447_jpg.rf.ea82d2ba7f40cf055a4ade9a35f1840d.jpg,0.34446,1,1,0,1,1
S_10308504_jpg.rf.dbbc00baa8c8e7d09bbd055609ba20fb.jpg,0.27968,1,1,0,1,1
S_10308875_jpg.rf.f0891cdbaa5793b5ed838b1828c11cd2.jpg,0.31099,2,1,0,1,2
S_10309550_jpg.rf.a71e900593919afd305437328f3003ab.jpg,0.28592,2,2,0,2,2
S_10309618_jpg.rf.b2526c8036c24c51b83a6718cc593b33.jpg,0.31575,3,2,0,2,3
S_10309738_jpg.rf.00a7977acbb8303504cc1ac184d39240.jpg,0.29805,1,1,0,1,1
S_10310519_jpg.rf.485b042f47ba025487a3cb1c4608f0e8.jpg,0.32905,3,2,0,2,3
S_10310535_jpg.rf.e5aa8c9576579002071434a3106f98bf.jpg,0.37141,3,1,0,1,3
S_10310744_jpg.rf.66e5ffc815fd1198c264664bf942100c.jpg,0.35845,5,1,0,1,5
S_10310749_jpg.rf.650e00e184fa74694784133aaac8201d.jpg,0.38169,2,1,0,1,2
S_10311872_jpg.rf.523da71f5dead29563667058d3af12b9.jpg,0.30632,3,2,0,2,3
S_10312737_jpg.rf.25e49a4790f8c56f539ce9b06d0006a0.jpg,0.25527,1,2,0,2,1
S_10313742_jpg.rf.9c41dcfcc3cf44948111ca60adb94254.jpg,0.2818,5,1,0,1,5
S_10316378_jpg.rf.5bbc252590996440c24355187a52c7af.jpg,0.28079,1,1,0,1,1
S_10317012_jpg.rf.a6877b70f4cab504231a06bdedf2d513.jpg,0.35913,2,1,1,0,1
S_10331199_jpg.rf.9766c3691712dd7caad6a892c86b297a.jpg,0.26566,3,2,0,2,3
S_10331276_jpg.rf.87b64e7347634424b65830af9257b2ff.jpg,0.29744,1,1,0,1,1
S_10331308_jpg.rf.0e4c1e76c1e18f4fefe197c44c531a96.jpg,0.32418,1,1,0,1,1
S_10331615_jpg.rf.e61a5191781058765856db09331c9262.jpg,0.28431,1,1,0,1,1
S_10337881_jpg.rf.f7fe2102b32b6919b9b74a753e42c27d.jpg,0.29644,1,1,0,1,1
S_10337984_jpg.rf.d74e6a456026aaff981e2bead6785060.jpg,0.26768,2,1,0,1,2
S_10339437_jpg.rf.6cf3239f1abf2fb1ae9711d4191b0cfd.jpg,0.31984,4,1,0,1,4
S_10339608_jpg.rf.4ea1b72d656c6e9c010039c0d3efcc3a.jpg,0.30752,2,1,0,1,2
S_10340454_jpg.rf.d2a5c96e0e7adfb49801e486d5a61bb3.jpg,0.29188,1,1,0,1,1
S_10340608_jpg.rf.0022aacaea7af84e87054b6f5e03a8b5.jpg,0.32777,2,1,0,1,2
S_10340618_jpg.rf.bfc90c330521158c1d340e6c5bf2a1e4.jpg,0.34465,3,1,0,1,3
S_10347014_jpg.rf.1cd8ee82672a64335927df06d530866d.jpg,0.34042,3,1,0,1,3
S_10347146_jpg.rf.817657584d77f102eb04feb01aca7d51.jpg,0.34588,1,1,0,1,1
S_10347158_jpg.rf.7a641496186f92bf360791617e527ff0.jpg,0.2895,1,1,0,1,1
S_10360799_jpg.rf.d95246913295d6840f221f1649f3b6b6.jpg,0.19981,1,2,0,2,1
S_10369839_jpg.rf.1bc10ae7c66ed648af5e0db823d20ab8.jpg,0.37383,1,1,0,1,1
S_10369887_jpg.rf.909b480285aedc9af81fcf04c29d54fc.jpg,0.29464,4,1,0,1,4
S_10369947_jpg.rf.88c23dec194dd1f7ec3db46b8efe6e8b.jpg,0.24644,1,1,0,1,1
S_10370027_jpg.rf.2f6ee30e8eb4f9b390af37cd4f40256d.jpg,0.21412,1,1,0,1,1
S_10376172_jpg.rf.6966ee304c735da47a18f402a81b1446.jpg,0.3019,1,1,0,1,1
S_10376271_jpg.rf.98de5f047e141d833cce7e9a97458bac.jpg,0.24905,3,1,0,1,3
S_10376353_jpg.rf.e3bc0fd83515346dc87cf041926f835c.jpg,0.30666,1,2,0,2,1
S_10376826_jpg.rf.21bb21893de6b7203afbb7777c7fc2ec.jpg,0.20903,1,2,0,2,1
S_10376917_jpg.rf.69e2e1163da1a3fdf44e0d3b1ba39534.jpg,0.25107,1,1,0,1,1
S_10376925_jpg.rf.e2b4fdba505c32372a3fa6b6c3ea00d1.jpg,0.27689,1,2,0,2,1
S_10377021_jpg.rf.c3d696a66d8eb54750825e24b0923df4.jpg,0.323,2,1,0,1,2
S_10377758_jpg.rf.863e7ad8ade3e96b9876a63efc6f3435.jpg,0.27392,1,1,0,1,1
S_10377803_jpg.rf.644c0d242e8efa81cabfb370b3dae8ea.jpg,0.27602,1,1,0,1,1
S_10377881_jpg.rf.7b95d82a30124f250f390b3354bb021a.jpg,0.29135,1,1,0,1,1
S_10378000_jpg.rf.4975cd0e4a2caf9933690913c1df4b52.jpg,0.30355,2,1,0,1,2
S_10378125_jpg.rf.cc7fabb58510bc70a4de54a123a87364.jpg,0.27094,2,2,0,2,2
S_10378252_jpg.rf.a23ca8be430ea76d4d6dbb801cb2831c.jpg,0.22754,1,2,0,2,1
